epoch,learning_rate,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.0010000000474974513,0.698198139667511,0.5093749761581421,0.6923856139183044,0.5381414890289307
1,0.0010000000474974513,0.6955982446670532,0.5166666507720947,0.6891331672668457,0.5381414890289307
2,0.0010000000474974513,0.6941263675689697,0.5083333253860474,0.6909511685371399,0.545076310634613
3,0.0010000000474974513,0.6919510960578918,0.5239583253860474,0.6933711171150208,0.48543688654899597
4,0.0010000000474974513,0.6922986507415771,0.5152778029441833,0.6903904676437378,0.5409153699874878
