epoch,accuracy,loss,val_accuracy,val_loss
0,0.19968749582767487,1.9889075756072998,0.3256250023841858,1.7690820693969727
1,0.42281249165534973,1.5673614740371704,0.5074999928474426,1.3538950681686401
2,0.574999988079071,1.1675530672073364,0.596875011920929,1.1320366859436035
3,0.6689062714576721,0.9202106595039368,0.6356250047683716,1.047859787940979
4,0.7509375214576721,0.7039623856544495,0.6512500047683716,1.0295335054397583
