epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.42574819922447205,0.5251744985580444,253083392.0,NA,NA,NA
1,0.41657665371894836,0.5211809277534485,253978928.0,NA,NA,NA
2,0.3978957533836365,0.5103057026863098,250173216.0,NA,NA,NA
3,0.39786404371261597,0.5128795504570007,252732384.0,NA,NA,NA
4,0.3965374231338501,0.5115694403648376,252347584.0,NA,NA,NA
