epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.23050116002559662,0.40104690194129944,596.358642578125,NA,NA,NA
1,0.1449371576309204,0.3315061628818512,584.7528076171875,NA,NA,NA
2,0.13486580550670624,0.321167528629303,544.6329345703125,NA,NA,NA
3,0.13145892322063446,0.3203974962234497,528.323486328125,NA,NA,NA
4,0.13062772154808044,0.31675010919570923,527.9827880859375,NA,NA,NA
