epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.4154622554779053,0.5078084468841553,880.7451171875,0.5861513614654541,0.6230356693267822,532.9310302734375
1,0.36518266797065735,0.469830185174942,843.0415649414062,0.4739396572113037,0.5499231815338135,749.9602661132812
2,0.35237178206443787,0.4640662372112274,929.0270385742188,0.4796033501625061,0.5429356694221497,516.3577880859375
3,0.34822630882263184,0.4629395306110382,873.258544921875,0.34997913241386414,0.4604758322238922,834.7871704101562
4,0.3401578962802887,0.4585089683532715,934.4484252929688,0.34013375639915466,0.4531947076320648,800.2421875
