epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.38202008605003357,0.4885132908821106,217931616.0,NA,NA,NA
1,0.3287009000778198,0.4556449055671692,196715408.0,NA,NA,NA
2,0.31257638335227966,0.4414120018482208,188535008.0,NA,NA,NA
3,0.2999780476093292,0.4309285283088684,183016976.0,NA,NA,NA
4,0.2869962453842163,0.4194291830062866,174669024.0,NA,NA,NA
