epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.7280407547950745,0.6744952201843262,853.46044921875,NA,NA,NA
1,0.22368375957012177,0.3894236981868744,511.0455322265625,NA,NA,NA
2,0.15801972150802612,0.35280388593673706,486.591552734375,NA,NA,NA
3,0.13484317064285278,0.30282339453697205,597.6309204101562,NA,NA,NA
4,0.12899965047836304,0.32169753313064575,490.3054504394531,NA,NA,NA
