epoch,accuracy,loss,val_accuracy,val_loss
0,0.03995555639266968,4.343742847442627,0.07039999961853027,4.060396671295166
1,0.09608888626098633,3.8774828910827637,0.11479999870061874,3.766256332397461
2,0.129088893532753,3.6680073738098145,0.14100000262260437,3.6230034828186035
3,0.15075555443763733,3.533521890640259,0.15000000596046448,3.542433261871338
4,0.16662222146987915,3.4313242435455322,0.18199999630451202,3.431065320968628
