epoch,learning_rate,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.0010000000474974513,0.6019579768180847,0.6788194179534912,0.47228923439979553,0.7850208282470703
1,0.0010000000474974513,0.4011661112308502,0.8184027671813965,0.3413579761981964,0.8488211035728455
2,0.0010000000474974513,0.3372715711593628,0.8586805462837219,0.32314571738243103,0.858529806137085
3,0.0010000000474974513,0.30508315563201904,0.8777777552604675,0.2900634706020355,0.8737863898277283
4,0.0010000000474974513,0.3049015998840332,0.8743055462837219,0.27803993225097656,0.882108211517334
