epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,1.0176403522491455,0.7482767105102539,861.302734375,NA,NA,NA
1,0.22646795213222504,0.39605799317359924,545.699462890625,NA,NA,NA
2,0.1619691699743271,0.33272621035575867,566.6224975585938,NA,NA,NA
3,0.1441454440355301,0.3181810975074768,532.78564453125,NA,NA,NA
4,0.13084663450717926,0.3062664866447449,529.4389038085938,NA,NA,NA
