epoch,learning_rate,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.0010000000474974513,0.5421333909034729,0.6972222328186035,0.28212520480155945,0.8973647952079773
1,0.0010000000474974513,0.2869992256164551,0.878819465637207,0.23155933618545532,0.9167822599411011
2,0.0010000000474974513,0.2615058124065399,0.8951388597488403,0.1839483231306076,0.9237170815467834
3,0.0010000000474974513,0.22601856291294098,0.9041666388511658,0.2144378423690796,0.9056865572929382
4,0.0010000000474974513,0.24079647660255432,0.9020833373069763,0.16827751696109772,0.9389736652374268
