epoch,learning_rate,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.0010000000474974513,0.6348068118095398,0.6461805701255798,0.5322897434234619,0.7295423150062561
1,0.0010000000474974513,0.40270957350730896,0.8288194537162781,0.6087791323661804,0.7101248502731323
2,0.0010000000474974513,0.2297275960445404,0.909375011920929,0.692011833190918,0.7239944338798523
3,0.0010000000474974513,0.1304076910018921,0.9465277791023254,0.8070755004882812,0.7170596122741699
4,0.0010000000474974513,0.07391273975372314,0.972569465637207,1.0025402307510376,0.7295423150062561
