epoch,accuracy,loss,val_accuracy,val_loss
0,0.16437500715255737,2.071173667907715,0.14624999463558197,2.0911381244659424
1,0.27734375,1.903205156326294,0.3318749964237213,1.7736772298812866
2,0.39453125,1.6382169723510742,0.4087499976158142,1.582466721534729
3,0.47437500953674316,1.4419152736663818,0.4506250023841858,1.507684350013733
4,0.528124988079071,1.2920057773590088,0.43937501311302185,1.5555505752563477
