epoch,accuracy,loss,val_accuracy,val_loss
0,0.04046666622161865,4.336206912994385,0.08079999685287476,4.012047290802002
1,0.10762222111225128,3.814103364944458,0.11980000138282776,3.7106614112854004
2,0.14677777886390686,3.5640323162078857,0.1589999943971634,3.5205235481262207
3,0.17471110820770264,3.3909504413604736,0.17419999837875366,3.398918867111206
4,0.1937333345413208,3.2833573818206787,0.1899999976158142,3.320176839828491
