epoch,accuracy,loss,val_accuracy,val_loss
0,0.1603125035762787,2.0798397064208984,0.19875000417232513,2.03177809715271
1,0.25828126072883606,1.905634880065918,0.2462500035762787,1.8457392454147339
2,0.4046874940395355,1.5725315809249878,0.4456250071525574,1.4694668054580688
3,0.5303124785423279,1.2748959064483643,0.47999998927116394,1.4160650968551636
4,0.6382812261581421,1.0062222480773926,0.5193750262260437,1.454069972038269
